Karmn,Name,RA_J2000,DE_J2000,RA_J2015,DE_J2015,SpType,SpTnum,Ref_SpT,Plx,ePlx,Ref_Plx,d_pc,ed_pc,Ref_d,Lbol,eLbol,Teff,logg,Radius,eRadius,Mass,eMass,FUV_mag,eFUV_mag,NUV_mag,eNUV_mag,Qf_FUV,Qf_NUV,Ref_FNUV,u_mag,eu_mag,Qf_u,Ref_u,BT_mag,eBT_mag,Qf_BT,Ref_BT,B_mag,eB_mag,Qf_B,Ref_B,g_mag,eg_mag,Qf_g,Ref_g,BP_mag,eBP_mag,Qf_BP,Ref_BP,VT_mag,eVT_mag,Qf_VT,Ref_VT,V_mag,eV_mag,Qf_V,Ref_V,r_mag,er_mag,Qf_r,Ref_r,GG_mag,eGG_mag,Qf_GG,Ref_GG,i_mag,ei_mag,Qf_i,Ref_i,RP_mag,eRP_mag,Qf_RP,Ref_RP,J_mag,eJ_mag,H_mag,eH_mag,Ks_mag,eKs_mag,QFlag_2M,Qf_J,Qf_H,Qf_Ks,Ref_JHK,W1_mag,eW1_mag,W2_mag,eW2_mag,W3_mag,eW3_mag,W4_mag,eW4_mag,QFlag_WISE,Qf_W1,Qf_W2,Qf_W3,Qf_W4,Ref_Ws,Teff_meta,logg_meta,Meta_meta,Lbol_meta,Lberr_meta,Lbol_lit,Lberr_lit,M_lit,eM_lit,R_lit,eR_lit,Teff_lit,eTeff_lit,Ref_LMRT,Teff_Pas19,eTeff_Pas19,FeH_lit,eFeH_lit,FeH_lit_ref,Binarity,rho,theta,RUWE,DeltaG,gaia_id_1,ra_1,ra_error_1,dec_1,dec_error_1,parallax_1,parallax_error_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,pmtotal_1,pmtotal_error_1,phot_bp_rp_excess_factor_1,radial_velocity_1,radial_velocity_error_1,l_1,b_1,teff_val_1,lum_val_1,gaia_id_2,ra_2,ra_error_2,dec_2,dec_error_2,parallax_2,parallax_error_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,pmtotal_2,pmtotal_error_2,phot_g_mean_mag_2,phot_g_mean_mag_error_2,phot_bp_mean_mag_2,phot_bp_mean_mag_error_2,phot_rp_mean_mag_2,phot_rp_mean_mag_error_2,phot_bp_rp_excess_factor_2,radial_velocity_2,radial_velocity_error_2,Young_YMG,Young_ref,Class,Sample_source,Bool_contam,Bool_delta,Bool_young,Bool_dphot,Bool_RUWE,Bool_excess
I18547+2844,PM J18547+2844,283.682494,28.748671,283.682438128844,28.7491243920791,K7V,-1.0,Lep13,31.304334,0.025451,Gaia2,31.944459,0.025971,Gaia2,0.070799075,0.0033826292,3900,5.0,0.5828,0.0204,0.591,0.0249,,,20.134,0.163,,false,GALEX,,,,,13.125,0.262,false,Tycho2,12.573,0.004,false,APASS9,11.948,0.0,false,APASS9,11.5154,0.0011,false,Gaia2,11.548,0.098,false,Tycho2,11.298,0.0,false,APASS9,10.652,0.052,false,APASS9,10.5987,4.0E-4,false,Gaia2,9.928,0.062,false,APASS9,9.6811,7.0E-4,false,Gaia2,8.505,0.018,7.861,0.034,7.694,0.021,AAA,false,false,false,2M,7.569,0.031,7.577,0.02,7.489,0.018,7.404,0.105,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.022,,2040475607275354880,283.682438128844,0.0184713553934483,28.7491243920791,0.0210640193228057,31.3043338972636,0.025450534633558,-6.59630751154323,0.0383845369376938,116.627077847837,0.042635760455624,116.813469086884,0.0426228783954997,1.3070815,-34.3969462822893,1.03673973172693,59.2602772161664,12.0116099804978,4015.925,0.07242351,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I18548+1058,PM J18548+1058,283.723578,10.977827,283.72363668703,10.9784343659404,K7V,-1.0,Lep13,53.770496,0.051992,Gaia2,18.597559,0.017982,Gaia2,,,,,,,,,,,,,,,,,,,,11.322,0.077,false,Tycho2,10.693,0.03,false,UCAC4,10.377,0.17,false,UCAC4,9.6608,0.0018,false,Gaia2,9.621,0.029,false,Tycho2,9.502,0.02,false,UCAC4,9.104,0.06,false,UCAC4,8.7932,5.0E-4,false,Gaia2,8.212,0.23,false,UCAC4,7.9112,0.0017,false,Gaia2,6.701,0.019,6.057,0.024,5.893,0.02,AAA,false,false,false,2M,5.636,0.14,5.547,0.043,5.641,0.013,5.581,0.034,BAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Known,3.81,45.4,1.678,2.64,4311983376654646656,283.72363668703,0.0462966314675241,10.9784343659404,0.0476014101965519,53.7704964075474,0.0519921398556872,29.5562653024139,0.0949942837919584,132.011583575341,0.0955623012816284,135.279824869402,0.0955352639664713,1.2896246,-26.4979723228658,0.274062647470109,43.1106971741663,4.22425276226661,4105.735,0.122288935,4311983376655076864,283.724396792741,0.091838894943922,10.9791841732891,0.109650599941193,53.8755624372456,0.125322431872402,29.4765899437628,0.298562821444487,84.2094889173111,0.28402067438932,89.2194338607205,0.285643990060537,11.436911,0.00120490459145707,12.798139,0.0323025478588779,10.211508,0.00749325996200164,1.5262667,,,,,,Lep13,true,true,false,false,true,false
I18562+5431,PM J18562+5431,284.066278,54.529984,,,K7V,-1.0,Lep13,23.37,2.83,HIP2,46.49,3.52,HIP2,0.29114914,0.047818556,4100,5.0,1.0694,0.0916,1.1044,0.0987,,,,,,,,,,,,12.72,0.235,false,Tycho2,11.819,0.01,false,UCAC4,11.098,0.01,false,UCAC4,,,,,10.591,0.049,false,Tycho2,10.372,0.05,false,UCAC4,9.774,0.01,false,UCAC4,,,,,9.111,0.04,false,UCAC4,,,,,7.775,0.023,7.148,0.026,6.96,0.017,AAA,false,false,false,2M,6.889,0.062,6.945,0.02,6.88,0.016,6.77,0.051,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I19066+2555,PM J19066+2555,286.654848,25.920601,286.654827449711,25.9203752073255,K7V,-1.0,Lep13,23.750932,0.24465,Gaia2,42.103611,0.433694,Gaia2,0.13522537,0.010247734,4000,5.0,0.7657,0.0348,0.784,0.0397,,,,,,,,,,,,12.73,0.195,false,Tycho2,12.373,0.003,false,APASS9,11.715,0.0,false,APASS9,11.2864,8.0E-4,false,Gaia2,11.189,0.067,false,Tycho2,11.087,0.0,false,APASS9,10.498,0.019,false,APASS9,10.4266,5.0E-4,false,Gaia2,9.928,0.0,false,APASS9,9.545,7.0E-4,false,Gaia2,8.432,0.029,7.806,0.071,7.632,0.024,AAA,false,false,false,2M,7.476,0.032,7.496,0.02,7.415,0.017,7.301,0.104,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,4.61,-52.7,9.554,8.37,2035957434815627008,286.654827449711,0.180017794014469,25.9203752073255,0.195650601990863,23.7509319421122,0.24464958570196,-1.72267179399483,0.41901760213573,-48.3682504783581,0.440406766271581,48.398917885083,0.440380326097046,1.2916553,-33.4646618188856,0.972852591485322,57.8112498187558,8.41464035569144,4119.3335,0.13810499,2035957439115073152,286.65374221795,0.283914603248859,25.9212021046577,0.273841276257109,-0.990199874134521,0.427164942981873,-1.24679173028222,0.583738371211545,-8.53561644318322,0.507022442510769,8.62619485542959,0.508743402471464,18.79974,0.00686067858707807,,,,,,,,,,,Lep13,false,false,false,false,true,false
I19082+5508,PM J19082+5508,287.071306,55.144924,287.070812715279,55.1447410226667,K7V,-1.0,Lep13,23.728315,0.025391,Gaia2,42.143742,0.045097,Gaia2,0.07945437,0.0014238174,4000,5.0,0.5869,0.0156,0.5953,0.0207,,,,,,,,,,,,12.348,0.191,false,Tycho2,13.17,0.01,false,UCAC4,12.469,0.01,false,UCAC4,11.9202,0.0019,false,Gaia2,12.087,0.205,false,Tycho2,11.621,0.04,false,UCAC4,11.011,0.03,false,UCAC4,11.0295,5.0E-4,false,Gaia2,10.453,0.02,false,UCAC4,10.1308,0.0014,false,Gaia2,8.978,0.032,8.316,0.047,8.158,0.027,AAA,false,false,false,2M,8.058,0.022,8.079,0.02,8.001,0.018,7.907,0.101,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.057,,2140806077664453632,287.070812715279,0.0211587082065015,55.1447410226667,0.026839495500274,23.7283154115607,0.0253910482972459,-62.0087447351518,0.0476501909006081,-45.1465773093108,0.0488942732059644,76.7026587959948,0.0480848356643166,1.2975099,0.647135209628799,0.308900054717735,85.6790306422601,19.6837281799698,4064.9033,0.08212215,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I19231+2120,PM J19231+2120,290.795653,21.349586,290.795937875013,21.3495382234803,K7V,-1.0,Lep13,25.386425,0.040269,Gaia2,39.391132,0.062483,Gaia2,0.07238917,7.2963623E-4,4000,4.5,0.5602,0.0143,0.5671,0.0194,,,,,,,,,,,,,,,,,,,,,,,,11.9375,0.0016,false,Gaia2,,,,,,,,,11.131,0.001,false,CMC15,11.0275,9.0E-4,false,Gaia2,,,,,10.1201,0.0011,false,Gaia2,8.952,0.029,8.301,0.026,8.124,0.023,AAA,false,false,false,2M,7.998,0.024,8.017,0.02,7.95,0.026,7.877,0.229,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,3.05,-18.0,0.994,5.44,2018822443789422720,290.795937875013,0.0223388405812747,21.3495382234803,0.0261512104571091,25.3864247608258,0.0402687017874428,49.8283886306745,0.0444333962535792,-7.22052654323722,0.0503215737286682,50.3488263725295,0.0445623318293291,1.299741,0.151171906779947,0.342264463476711,55.4611619520239,2.95500804890705,4043.89,0.07284716,2018822443789422208,290.79620196037,0.0529269077959987,21.3487264253744,0.0835326410946847,0.989684471949009,0.106068079373655,3.66931823429974,0.110931821353208,0.960656053055577,0.147340262104224,3.79298778759396,0.113618029936782,16.465246,0.00391148945132345,16.065952,0.0808853499506733,14.585248,0.044122305103772,3.465768,,,,,,Lep13,false,false,false,false,false,false
I19244+2525,PM J19244+2525,291.110733,25.430841,291.110568086108,25.430490043223,K7V,-1.0,Lep13,31.532211,0.048345,Gaia2,31.713602,0.048624,Gaia2,,,,,,,,,,,,,,,,,,,,12.638,0.154,false,Tycho2,12.255,0.02,false,UCAC4,11.623,0.04,false,UCAC4,11.1805,0.0011,false,Gaia2,11.196,0.059,false,Tycho2,10.918,0.04,false,UCAC4,10.298,0.03,false,UCAC4,10.3048,5.0E-4,false,Gaia2,9.64,0.03,false,UCAC4,9.4117,0.001,false,Gaia2,8.211,0.02,7.564,0.018,7.426,0.024,AAA,false,false,false,2M,7.207,0.036,7.26,0.02,7.222,0.018,7.196,0.098,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,0.01,0.01,APOGEE,Known,3.61,89.3,0.831,3.49,2023209048496665728,291.110568086108,0.0296161783678609,25.430490043223,0.0350645204943562,31.5322110566613,0.0483454080391354,-30.5181364248078,0.0717270238731725,-74.9433560771314,0.0702903193722146,80.9188684482605,0.0704964598985176,1.2970983,-11.2130749823971,0.299804191802832,59.2087435256525,4.61493231830102,4168.346,0.0851749,2023209048496665984,291.109457134433,0.0264926443530911,25.4304762408789,0.0389535044317163,31.3421911702596,0.0397151053933201,-21.8786169221288,0.0639607922868816,-69.7634534224237,0.0843442884648247,73.1137012593942,0.0827240356735612,13.795565,9.65213822737224E-4,15.122684,0.0339683490707055,12.484128,0.0132080394878699,1.6415501,,,,,,Lep13,true,true,false,false,false,false
I19299+1618N,PM J19299+1618N,292.485596,16.310392,292.484845376034,16.3097584264315,K7V,-1.0,Lep13,21.278059,0.046263,Gaia2,46.996769,0.102182,Gaia2,,,,,,,,,,,,,,,,,,,,13.192,0.279,false,Tycho2,12.403,0.089,false,APASS9,11.749,0.04,false,APASS9,11.6901,0.0075,false,Gaia2,11.951,0.151,false,Tycho2,11.192,0.065,false,APASS9,10.666,0.07,false,APASS9,10.8801,0.0025,false,Gaia2,10.259,0.136,false,APASS9,10.0096,0.0052,false,Gaia2,8.632,0.041,7.99,0.029,7.788,0.053,AAA,false,false,false,2M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Known,3.23,-31.0,1.006,1.23,4321661174889263488,292.484845376034,0.0315508545110894,16.3097584264315,0.0315945258879824,21.2780586614845,0.0462633485525702,-164.338403260931,0.0649451867145491,-148.191801156692,0.0571179191477112,221.286964632843,0.0615580746648058,1.2974575,,,51.7851737733535,-0.846183468845421,4241.0,0.105798244,4321661174889263616,292.484378191572,0.045569410259869,16.3105348902582,0.0400694647283836,21.2785215387116,0.0566542690751567,-153.46866924476,0.102523942800694,-149.068868416945,0.0757885385132054,213.948965809293,0.0905364358471296,12.112492,4.04085501118768E-4,13.208912,0.00647017903892446,11.063163,0.00229524903261966,1.3869134,-4.55531144717102,0.40602780025739,,,,Lep13,true,true,false,false,false,false
I19386+0224,PM J19386+0224,294.667858,2.415585,294.667766022509,2.4149947576285,K7V,-1.0,Lep13,24.280625,0.044463,Gaia2,41.185101,0.075419,Gaia2,0.12637578,0.0085492255,4200,5.0,0.6714,0.0278,0.6845,0.0324,,,,,,,,,,,,12.337,0.169,false,Tycho2,12.134,0.03,false,UCAC4,11.538,0.01,false,UCAC4,11.1511,7.0E-4,false,Gaia2,11.269,0.088,false,Tycho2,10.756,0.13,false,UCAC4,10.248,0.18,false,UCAC4,10.3816,4.0E-4,false,Gaia2,9.769,0.22,false,UCAC4,9.5538,7.0E-4,false,Gaia2,8.504,0.019,7.899,0.053,7.745,0.018,AAA,false,false,false,2M,7.651,0.028,7.739,0.019,7.663,0.02,7.545,0.173,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Background,4.06,-16.9,1.01,7.88,4288189635762584448,294.667766022509,0.0355167211177641,2.41499475762845,0.0247365325982459,24.2806251784123,0.0444632836718347,-18.38828989834,0.070363119821298,-135.515774795949,0.0490300275152434,136.757648502494,0.0494973918204088,1.2740853,-19.807224301635,0.608818449459267,40.5458063374881,-9.36651928064829,4269.2925,0.12671193,4288189635750067328,294.66743800703,0.281665555177217,2.41607433006667,0.316237189085974,-0.178986972842151,0.514969248212832,-2.71536412022748,0.786240904330185,-8.41911113235323,0.536089412764962,8.84616496366266,0.56440981340535,18.261444,0.0203090503061874,,,,,,,,,,,Lep13,false,false,false,false,false,false
I19419+0750,PM J19419+0750,295.49307,7.849332,295.493510622629,7.8498119719453,K7V,-1.0,Lep13,16.499351,0.048163,Gaia2,60.608444,0.17692,Gaia2,,,,,,,,,,,,,,,,,,,,12.812,0.205,false,Tycho2,12.482,0.01,false,UCAC4,11.9,0.02,false,UCAC4,11.556,0.0015,false,Gaia2,11.773,0.126,false,Tycho2,11.319,0.01,false,UCAC4,10.84,0.01,false,UCAC4,10.8153,5.0E-4,false,Gaia2,10.306,0.07,false,UCAC4,10.0025,8.0E-4,false,Gaia2,8.96,0.027,8.385,0.04,8.204,0.029,AAA,false,false,false,2M,8.071,0.023,8.094,0.019,8.035,0.021,7.901,0.177,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Known,4.3,17.3,1.67,4.8,4300997537483000576,295.493510622629,0.0391086273027207,7.84981197194532,0.0320565288795436,16.4993510796207,0.048162600246445,103.525779462758,0.0780049000397193,117.996459626739,0.0637854786539649,156.973728686733,0.0703244699619665,1.2712805,-18.8228492058037,2.12920641923136,45.7733571739682,-7.50194343986029,4268.6,0.18410422,4300997537466397952,295.493867070965,0.0619839419009926,7.85095293089833,0.0418611727312795,16.5896472255365,0.0725297668163607,103.408047386605,0.11964622486978,119.825683518972,0.0808768164719612,158.276399678218,0.0992948519921195,15.613895,9.19128233370073E-4,16.8182,0.0384459331329679,14.316657,0.0128306425770228,1.6488916,,,,,,Lep13,true,true,false,false,true,false
I19436+3225,PM J19436+3225,295.907934,32.420135,,,K7V,-1.0,Lep13,,,,27.89,10.04,Cif20,,,,,,,,,,,,,,,,,,,,12.216,0.14,false,Tycho2,12.216,0.99,false,UCAC4,11.156,0.071,false,PS1,,,,,10.898,0.062,false,Tycho2,10.898,0.99,false,UCAC4,9.998,0.032,false,PS1,,,,,9.453,0.087,false,PS1,,,,,7.961,0.026,7.369,0.021,7.179,0.017,AAA,false,false,false,2M,6.958,0.038,7.053,0.02,6.993,0.017,6.652,0.072,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,-0.27,0.01,APOGEE,Background,,,,,,,,,,,,,,,,,,,,,,,,,2034802883221424384,295.910531149618,0.147832832370369,32.4185623451151,0.17248657400374,0.385676857307805,0.184301223751266,-2.80694651064524,0.36790454263742,-6.30314424597261,0.38411840367224,6.89989681800831,0.381482690942786,18.434477,0.0021785334312853,18.958574,0.0464104451746518,17.459915,0.02360417573062,1.497762,,,,,,Lep13,false,false,false,true,false,false
I19439+0512,PM J19439+0512,295.988723,5.201902,295.987546396728,5.2013070929027,K7V,-1.0,Lep13,28.222028,0.034238,Gaia2,35.433315,0.042986,Gaia2,0.07446018,8.367171E-4,4100,4.5,0.5408,0.0135,0.5466,0.0186,,,,,,,,,,,,,,,,12.53,0.01,false,UCAC4,11.953,0.01,false,UCAC4,11.5252,9.0E-4,false,Gaia2,,,,,11.45,0.01,false,UCAC4,10.877,0.01,false,UCAC4,10.6859,4.0E-4,false,Gaia2,10.269,0.01,false,UCAC4,9.8094,7.0E-4,false,Gaia2,8.718,0.019,8.095,0.033,7.89,0.026,AAA,false,false,false,2M,7.798,0.024,7.787,0.018,7.727,0.015,7.839,0.185,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.95,,4290657042938860416,295.987546396728,0.0277183785703327,5.20130709290269,0.0210855649133904,28.2220280272604,0.0342378992831263,-260.138221434899,0.0577358811045853,-140.891886492759,0.0416619308797489,295.841879947382,0.0545074497319423,1.2934788,22.881646633592,0.482165890572294,43.6642342976029,-9.20526274707743,4118.59,0.07706555,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I19519+3811,PM J19519+3811,297.980712,38.185318,297.98046074272,38.1846065826932,K7V,-1.0,Lep13,22.800427,0.026514,Gaia2,43.858827,0.051002,Gaia2,,,,,,,,,,,,,,,,,,,,12.226,0.146,false,Tycho2,11.834,0.056,false,APASS9,11.25,0.104,false,APASS9,10.8712,0.0017,false,Gaia2,10.809,0.06,false,Tycho2,10.57,0.055,false,APASS9,10.074,0.071,false,APASS9,10.1497,8.0E-4,false,Gaia2,9.531,0.0,false,APASS9,9.3395,0.0049,false,Gaia2,8.098,0.02,7.514,0.02,7.364,0.018,AAA,false,false,false,2M,7.202,0.042,7.286,0.02,7.214,0.018,7.046,0.071,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Known,2.27,74.6,1.023,2.56,2072201804833111168,297.98046074272,0.0191883880453228,38.1846065826932,0.0239337195170361,22.8004272034608,0.0265138784099004,-14.1903269200825,0.0398291443325712,-143.399343623321,0.0415856790324559,144.099747153485,0.0415690014965809,1.2757254,-21.0374375891266,0.673616089503898,73.2392419902837,5.70487339019832,4306.0,0.17465043,2072201809162365312,297.981217094859,0.0367903610698402,38.1848152824095,0.0770707928545796,22.693233581688,0.0531638701595514,-9.29915421828011,0.0758698734925484,-141.735153361902,0.140763827351635,142.039881609699,0.140549633974988,12.7130785,0.00190833757819834,,,,,,,,,,,Lep13,true,true,false,false,false,false
I20030+2005,PM J20030+2005,300.753886,20.097118,300.754695550029,20.0970769692033,K7V,-1.0,Lep13,33.341676,0.034503,Gaia2,29.992493,0.031037,Gaia2,0.0943793,0.012643864,4100,5.0,0.6089,0.0434,0.6185,0.0476,,,,,,,,,,,,12.857,0.307,false,Tycho2,12.48,0.99,false,UCAC4,11.781,0.018,false,PS1,10.8435,0.0019,false,Gaia2,10.882,0.077,false,Tycho2,10.725,0.99,false,UCAC4,10.248,0.0,false,PS1,10.0207,8.0E-4,false,Gaia2,9.668,0.001,false,PS1,9.1676,0.0012,false,Gaia2,8.059,0.019,7.462,0.024,7.273,0.023,AAA,false,false,false,2M,7.175,0.037,7.224,0.02,7.159,0.017,7.079,0.093,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,1.117,,1823476232957094400,300.754695550029,0.0230744568148567,20.0970769692033,0.0213860091813219,33.3416761283887,0.0345033424904415,180.575575899238,0.0469497590285349,-12.4913279525143,0.044192414430516,181.007104516256,0.0469370113235204,1.2783583,-62.370109188507,0.392494554113283,59.010427519867,-5.74725101445599,4209.075,0.096737556,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I20041+0023,PM J20041+0023,301.044428,0.392497,301.043365546773,0.3918405945257,K7V,-1.0,Lep13,22.744282,0.054406,Gaia2,43.967094,0.105173,Gaia2,0.12300579,0.0037065775,4200,5.0,0.6624,0.0187,0.6749,0.0239,,,,,,,,15.559,0.009,false,SDSS9,12.71,0.228,false,Tycho2,12.384,0.01,false,UCAC4,11.742,0.01,false,UCAC4,11.3496,0.0014,false,Gaia2,11.395,0.097,false,Tycho2,11.188,0.07,false,UCAC4,10.535,0.01,false,UCAC4,10.5456,4.0E-4,false,Gaia2,10.059,0.05,false,UCAC4,9.6998,0.0016,false,Gaia2,8.637,0.021,8.032,0.038,7.86,0.023,AAA,false,false,false,2M,7.754,0.028,7.832,0.021,7.741,0.019,7.619,0.18,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.962,,4237352925367365632,301.043365546773,0.0529431897273153,0.391840594525717,0.035656795459746,22.7442824512991,0.0544061515022736,-252.540756795979,0.0998551231879632,-144.133912249221,0.0665197327182163,290.77726613914,0.0927810956596801,1.2780436,2.58050898162704,0.169820212584885,41.8089061615632,-15.9388727939531,4125.5,0.13446917,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,false,false
I20107+5610,PM J20107+5610,302.692242,56.178905,302.691964810399,56.1781299219358,K7V,-1.0,Lep13,29.366886,0.021565,Gaia2,34.051959,0.025005,Gaia2,0.13918373,0.0020917885,3900,5.0,0.8172,0.0218,0.8383,0.028,,,,,,,,,,,,12.377,0.168,false,Tycho2,12.015,0.01,false,UCAC4,11.302,0.01,false,UCAC4,10.9479,0.0017,false,Gaia2,10.842,0.057,false,Tycho2,10.679,0.01,false,UCAC4,10.089,0.01,false,UCAC4,10.0108,6.0E-4,false,Gaia2,9.405,0.01,false,UCAC4,9.093,0.0013,false,Gaia2,7.869,0.023,7.261,0.02,7.079,0.017,AAA,false,false,false,2M,6.929,0.052,6.971,0.02,6.903,0.016,6.797,0.053,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,0.994,,2186285245845919360,302.691964810399,0.0201218014051656,56.1781299219358,0.0230320966118258,29.3668863340366,0.0215648595055464,-38.650154050278,0.047697976075455,-177.968573325399,0.0478575730814757,182.117125772367,0.0478503962386637,1.301355,,,90.5453006029033,12.1663541771752,3910.1602,0.15131886,,,,,,,,,,,,,,,,,,,,,,,Checked,n/a,,Lep13,false,false,false,false,false,false
I20275+0744,PM J20275+0744,306.888154,7.735468,306.888295534471,7.7353144785272,K5V,-2.0,Lep13,17.418672,0.06844,Gaia2,57.409658,0.225569,Gaia2,,,,,,,,,21.661,0.411,18.427,0.046,false,false,GALEX,,,,,12.868,0.283,false,Tycho2,11.582,0.014,false,APASS9,11.047,0.03,false,UCAC4,10.7183,0.0121,true,Gaia2,11.232,0.097,false,Tycho2,10.417,0.013,false,APASS9,9.965,0.0,false,UCAC4,10.6529,9.0E-4,true,Gaia2,9.56,0.01,false,UCAC4,9.2986,0.0062,true,Gaia2,8.322,0.027,7.749,0.029,7.603,0.02,AAA,false,false,false,2M,7.484,0.032,7.582,0.02,7.539,0.018,7.338,0.14,AAAB,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,Known,1.03,2.2,1.389,0.2,1751943964932716032,306.888295534471,0.0556892305652107,7.73531447852721,0.0355806407407434,17.4186719507357,0.0684400359490173,47.9987295795283,0.1125188603058,-4.61784088621158,0.0605221373205899,48.2203535418298,0.112151581223946,2.1732166,,,51.4863423932561,-17.3211872932778,5143.45,,1751943964930068096,306.888306446391,0.174543853449423,7.73560162899515,0.052152115565285,17.2476136096866,0.0717181334011902,43.1638882264241,0.353073785258634,-17.7488161942164,0.118947736279351,46.6705659181385,0.329663284558795,10.850467,0.00133560243295042,10.858026,0.0370913172990364,9.326754,0.00892398314454455,2.4615228,,,,,,Lep13,true,true,false,false,false,true
I20301+2650W,PM J20301+2650W,307.544464,26.842915,307.543694990842,26.8422646899169,K7V,-1.0,Lep13,49.028574,0.908912,Gaia2,20.39627,0.378114,Gaia2,0.10336383,0.006894479,4000,5.0,0.6694,0.0279,0.6824,0.0325,,,,,,,,,,,,12.432,0.178,false,Tycho2,10.579,0.223,false,APASS9,10.173,0.132,false,PS1,9.9435,0.0026,true,Gaia2,10.629,0.049,false,Tycho2,,,,,9.064,0.145,false,PS1,9.4074,0.01,true,Gaia2,8.231,0.061,false,PS1,8.2567,0.0013,true,Gaia2,7.133,0.021,6.501,0.02,6.347,0.02,AAA,false,false,false,2M,6.239,0.096,6.125,0.027,6.199,0.016,6.119,0.049,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,23.884,,1856712201709083136,307.543694990842,0.480152915700776,26.8422646899169,0.596116843085573,49.0285735717845,0.908911924060113,-156.695879424906,1.23875129900114,-132.110308794283,1.37512343466288,204.955439836237,1.2971538639124,1.6768607,,,68.1257269218279,-7.22315500678783,4460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,true,true
I20346+7339,PM J20346+7339,308.673254,73.659355,308.673971172204,73.6595215066138,K7V,-1.0,Lep13,28.15526,0.585526,Gaia2,35.517342,0.73863,Gaia2,0.08792502,0.0052265483,4100,4.5,0.5877,0.0226,0.5961,0.027,,,19.792,0.086,,false,GALEX,,,,,12.875,0.245,false,Tycho2,12.403,0.01,false,UCAC4,11.833,0.01,false,UCAC4,11.3604,9.0E-4,false,Gaia2,11.309,0.088,false,Tycho2,11.1,0.01,false,UCAC4,10.573,0.01,false,UCAC4,10.5233,4.0E-4,false,Gaia2,9.982,0.01,false,UCAC4,9.6443,9.0E-4,false,Gaia2,8.528,0.019,7.914,0.04,7.726,0.034,AAA,false,false,false,2M,7.591,0.032,7.625,0.02,7.558,0.016,7.592,0.107,AAAA,false,false,false,false,WISE,,,,,,,,,,,,,,,,,,,,,,,35.097,,2276178670828990080,308.673971172204,0.56817259946671,73.6595215066138,0.554242255061479,28.1552600875291,0.585525701046098,49.1369471867636,1.04439041118987,26.9271781104959,1.03251342588101,56.0313528288329,1.04165943826146,1.296351,,,107.377524678198,19.1795212870226,4092.06,0.09140868,,,,,,,,,,,,,,,,,,,,,,,,,,Lep13,false,false,false,false,true,false
