recno,Karmn,Name,GJ,RAICRS,DEICRS,SpType,l_vsini,vsini,Age,factive,SimbadName,_RA_icrs,_DE_icrs
157,"J13229+244 ",Ross 1020,"  3779",200.73354166666664,24.46394444444444,M4.0V,<,2.0,5.0,0,Ross 1020,200.73354166666664,24.46394444444444
158,J13283-023W,Ross 486A,"  512A",202.08849999999998,-2.362444444444444,M3.0V,<,2.0,5.0,0,Ross 486A,202.08849999999998,-2.362444444444444
159,"J13293+114 ",GJ 513,"   513",202.34024999999997,11.43561111111111,M3.5V,<,2.0,5.0,0,GJ 513,202.34024999999997,11.43561111111111
160,"J13299+102 ",BD+11 2576,"   514",202.50404166666664,10.372527777777776,M0.5V,<,2.0,5.0,0,BD+11 2576,202.50404166666664,10.372527777777776
161,"J13427+332 ",Ross 1015,"  3801",205.6797083333333,33.28702777777777,M3.5V,<,2.0,5.0,0,Ross 1015,205.6797083333333,33.28702777777777
162,"J13450+176 ",BD+18 2776,"   525",206.27320833333332,17.77755555555555,M0.0V," ",2.3,5.0,0,BD+18 2776,206.27320833333332,17.77755555555555
163,"J13457+148 ",HD 119850,"   526",206.44029166666664,14.885249999999997,M1.5V,<,2.0,5.0,0,HD 119850,206.44029166666664,14.885249999999997
164,"J13458-179 ",LP 798-034,"  3804",206.45991666666663,-17.970611111111108,M3.5V,<,2.0,5.0,0,LP 798-034,206.45991666666663,-17.970611111111108
165,"J13536+776 ",RX J1353.6+7737,"     0",208.41616666666664,77.6188611111111,M4.0V," ",8.9,0.3,0,RX J1353.6+7737,208.41616666666664,77.6188611111111
166,"J13582+125 ",Ross 837,"  3817",209.55654166666665,12.58197222222222,M3.0V,<,2.0,5.0,0,Ross 837,209.55654166666665,12.58197222222222
167,"J14010-026 ",HD 122303,"   536",210.2597083333333,-2.6522777777777775,M1.0V,<,2.0,5.0,0,HD 122303,210.2597083333333,-2.6522777777777775
168,"J14082+805 ",BD+81 465,"   540",212.05966666666663,80.59494444444444,M1.0V,<,2.0,5.0,0,BD+81 465,212.05966666666663,80.59494444444444
169,"J14152+450 ",Ross 992,"  3836",213.81662499999996,45.013833333333324,M3.0V,<,2.0,5.0,0,Ross 992,213.81662499999996,45.013833333333324
170,"J14173+454 ",RX J1417.3+4525,"     0",214.34237499999998,45.429361111111106,M5.0V," ",15.9,5.0,0,RX J1417.3+4525,214.34237499999998,45.429361111111106
