recno,Karmn,Name,GJ,RAICRS,DEICRS,SpType,l_vsini,vsini,Age,factive,SimbadName,_RA_icrs,_DE_icrs
171,"J14251+518 ",theta Boo B,"  549B",216.2965833333333,51.82966666666666,M2.5V,<,2.0,5.0,0,theta Boo B,216.2965833333333,51.82966666666666
172,J14257+236E,BD+24 2733B,"  548B",216.44812499999998,23.615666666666662,M0.5V,<,2.0,5.0,1,BD+24 2733B,216.44812499999998,23.615666666666662
173,J14257+236W,BD+24 2733A,"  548A",216.43487499999998,23.612277777777773,M0.0V,<,2.0,5.0,1,BD+24 2733,216.43487499999998,23.612277777777773
174,"J14294+155 ",Ross 130,"   552",217.36904166666665,15.53822222222222,M2.0V,<,2.0,5.0,0,Ross 130,217.36904166666665,15.53822222222222
175,"J14307-086 ",BD-07 3856,"   553",217.69329166666662,-8.64736111111111,M0.5V," ",2.4,5.0,0,BD-07 3856,217.69329166666662,-8.64736111111111
176,"J14310-122 ",Wolf 1478," 553.1",217.75304166666663,-12.297805555555554,M3.5V,<,2.0,0.1,0,Wolf 1478,217.75304166666663,-12.297805555555554
177,"J14342-125 ",HN Lib,"   555",218.56849999999997,-12.516999999999998,M4.0V,<,2.0,5.0,0,HN Lib,218.56849999999997,-12.516999999999998
178,"J14524+123 ",G 066-037,"  3871",223.11862499999998,12.391472222222221,M2.0V,<,2.0,5.0,0,G 066-037,223.11862499999998,12.391472222222221
179,"J14544+355 ",Ross 1041,"  3873",223.6170833333333,35.54555555555555,M3.5V,<,2.0,5.0,0,Ross 1041,223.6170833333333,35.54555555555555
180,"J15013+055 ",G 015-002,"  3885",225.33412499999997,5.54686111111111,M3.0V,<,2.0,5.0,0,G 015-002,225.33412499999997,5.54686111111111
181,"J15095+031 ",Ross 1047,"  3892",227.3957083333333,3.168888888888888,M3.0V,<,2.0,5.0,0,Ross 1047,227.3957083333333,3.168888888888888
182,"J15194-077 ",HO Lib,"   581",229.8564583333333,-7.722694444444444,M3.0V,<,2.0,0.3,0,HO Lib,229.8564583333333,-7.722694444444444
183,"J15218+209 ",OT Ser,"  9520",230.47091666666662,20.978305555555554,M1.5V," ",4.3,5.0,1,OT Ser,230.47091666666662,20.978305555555554
184,"J15369-141 ",Ross 802,"   592",234.24229166666663,-14.136527777777776,M4.0V,<,2.0,5.0,0,Ross 802,234.24229166666663,-14.136527777777776
185,"J15474-108 ",LP 743-031,"  3916",236.85091666666662,-10.898055555555555,M2.0V,<,2.0,5.0,0,LP 743-031,236.85091666666662,-10.898055555555555
186,"J15499+796 ",LP 022-420,"     0",237.4744583333333,79.6648611111111,M5.0V," ",26.9,0.1,0,LP 022-420,237.4744583333333,79.6648611111111
187,"J15598-082 ",BD-07 4156,"   606",239.97329166666663,-8.253305555555555,M1.0V,<,2.0,5.0,0,BD-07 4156,239.97329166666663,-8.253305555555555
188,"J16028+205 ",GJ 609,"   609",240.7078333333333,20.58383333333333,M4.0V,<,2.0,5.0,0,GJ 609,240.7078333333333,20.58383333333333
189,"J16092+093 ",G 137-084,"     0",242.31629166666664,9.353027777777777,M3.0V,<,2.0,0.6,0,G 137-084,242.31629166666664,9.353027777777777
190,J16167+672N,EW Dra,"  617B",244.18341666666663,67.25663888888887,M3.0V,<,2.0,5.0,0,EW Dra,244.18341666666663,67.25663888888887
191,J16167+672S,HD 147379,"  617A",244.1725833333333,67.23919444444444,M0.0V," ",2.7,5.0,1,HD 147379,244.1725833333333,67.23919444444444
192,"J16254+543 ",GJ 625,"   625",246.35579166666662,54.3033611111111,M1.5V,<,2.0,0.3,0,GJ 625,246.35579166666662,54.3033611111111
193,"J16303-126 ",V2306 Oph,"   628",247.5748333333333,-12.667694444444443,M3.5V,<,2.0,0.1,0,V2306 Oph,247.5748333333333,-12.667694444444443
194,"J16327+126 ",GJ 1203,"  1203",248.18491666666662,12.612194444444443,M3.0V,<,2.0,5.0,0,GJ 1203,248.18491666666662,12.612194444444443
195,"J16462+164 ",LP 446-006,"  3972",251.55566666666664,16.47597222222222,M2.5V,<,2.0,5.0,0,LP 446-006,251.55566666666664,16.47597222222222
196,J16554-083N,GJ 643,"   643",253.85154166666663,-8.326444444444443,M3.5V,<,2.0,5.0,0,GJ 643,253.85154166666663,-8.326444444444443
197,"J16570-043 ",LP 686-027,"  1207",254.27599999999995,-4.350583333333333,M3.5V," ",10.1,0.3,1,LP 686-027,254.27599999999995,-4.350583333333333
198,"J16581+257 ",BD+25 3173,"   649",254.5363333333333,25.74197222222222,M1.0V,<,2.0,5.0,0,BD+25 3173,254.5363333333333,25.74197222222222
199,"J17033+514 ",G 203-042,"  3988",255.85037499999996,51.40897222222222,M4.5V,<,2.0,5.0,0,G 203-042,255.85037499999996,51.40897222222222
200,"J17052-050 ",Wolf 636,"   654",256.3034583333333,-5.09911111111111,M1.5V,<,2.0,5.0,0,Wolf 636,256.3034583333333,-5.09911111111111
201,"J17071+215 ",Ross 863,"   655",256.7790833333333,21.553916666666662,M3.0V,<,2.0,5.0,0,Ross 863,256.7790833333333,21.553916666666662
202,"J17115+384 ",Wolf 654,"  3992",257.8959583333333,38.44255555555555,M3.5V,<,2.0,5.0,0,Wolf 654,257.8959583333333,38.44255555555555
203,"J17166+080 ",GJ 2128,"  2128",259.16954166666665,8.05811111111111,M2.0V,<,2.0,5.0,0,GJ 2128,259.16954166666665,8.05811111111111
204,"J17198+417 ",GJ 671,"   671",259.9712916666666,41.710222222222214,M2.5V,<,2.0,5.0,0,GJ 671,259.9712916666666,41.710222222222214
205,"J17303+055 ",BD+05 3409,678.1A,262.59483333333327,5.5474444444444435,M0.0V,<,2.0,0.1,0,BD+05 3409,262.59483333333327,5.5474444444444435
206,"J17355+616 ",BD+61 1678C,"   685",263.89604166666663,61.6793611111111,M0.5V,<,2.0,5.0,1,BD+61 1678C,263.89604166666663,61.6793611111111
207,"J17378+185 ",BD+18 3421,"   686",264.4765,18.59594444444444,M1.0V,<,2.0,5.0,0,BD+18 3421,264.4765,18.59594444444444
208,"J17542+073 ",GJ 1222,"  1222",268.56874999999997,7.37786111111111,M4.0V,<,2.0,5.0,0,GJ 1222,268.56874999999997,7.37786111111111
209,"J17578+046 ",Barnard's Star,"   699",269.44862499999994,4.737972222222222,M3.5V,<,2.0,8.0,0,Barnard's Star,269.44862499999994,4.737972222222222
210,"J17578+465 ",G 204-039,"  4040",269.46225,46.591138888888885,M2.5V,<,2.0,0.6,0,G 204-039,269.46225,46.591138888888885
211,"J18027+375 ",GJ 1223,"  1223",270.6937083333333,37.512583333333325,M5.0V,<,2.0,5.0,1,GJ 1223,270.6937083333333,37.512583333333325
212,"J18051-030 ",HD 165222,"   701",271.2840416666666,-3.0327499999999996,M1.0V,<,2.0,5.0,0,HD 165222,271.2840416666666,-3.0327499999999996
213,"J18165+048 ",G 140-051,"     0",274.13075,4.881138888888888,M5.0V,<,2.0,5.0,0,G 140-051,274.13075,4.881138888888888
214,"J18174+483 ",TYC 3529-1437-1,"     0",274.35437499999995,48.367527777777774,M2.0V,<,2.0,0.1,1,TYC 3529-1437-1,274.35437499999995,48.367527777777774
215,J18180+387E,G 204-058," 4048A",274.51558333333327,38.77130555555555,M3.0V,<,2.0,5.0,0,G 204-058,274.51558333333327,38.77130555555555
216,"J18189+661 ",LP 071-165,"  4053",274.74312499999996,66.19066666666666,M4.5V," ",15.3,5.0,0,LP 071-165,274.74312499999996,66.19066666666666
217,"J18198-019 ",HD 168442,"   710",274.9618333333333,-1.9386111111111108,K7.0V,<,2.0,0.3,0,HD 168442,274.9618333333333,-1.9386111111111108
218,"J18221+063 ",Ross 136,"   712",275.5226666666666,6.344249999999999,M4.0V,<,2.0,5.0,0,Ross 136,275.5226666666666,6.344249999999999
219,"J18224+620 ",GJ 1227,"  1227",275.60412499999995,62.04516666666666,M4.0V,<,2.0,5.0,0,GJ 1227,275.60412499999995,62.04516666666666
220,"J18319+406 ",G 205-028,"  4062",277.99270833333327,40.68816666666666,M3.5V,<,2.0,0.3,0,G 205-028,277.99270833333327,40.68816666666666
221,"J18346+401 ",LP 229-017,"  4063",278.65304166666664,40.12311111111111,M3.5V,<,2.0,0.3,0,LP 229-017,278.65304166666664,40.12311111111111
222,"J18353+457 ",BD+45 2743,"  720A",278.82941666666665,45.7456111111111,M0.5V,<,2.0,5.0,0,BD+45 2743,278.82941666666665,45.7456111111111
223,"J18363+136 ",Ross 149,"  4065",279.0809166666666,13.608527777777775,M4.0V,<,2.0,0.6,1,Ross 149,279.0809166666666,13.608527777777775
224,"J18409-133 ",BD-13 5069,"   724",280.23837499999996,-13.382499999999999,M1.0V,<,2.0,5.0,0,BD-13 5069,280.23837499999996,-13.382499999999999
225,"J18419+318 ",Ross 145,"  4070",280.4944583333333,31.830527777777775,M3.0V,<,2.0,5.0,0,Ross 145,280.4944583333333,31.830527777777775
226,"J18480-145 ",G 155-042,"  4077",282.00424999999996,-14.581916666666665,M2.5V,<,2.0,5.0,0,G 155-042,282.00424999999996,-14.581916666666665
227,"J18482+076 ",G 141-036,"     0",282.0747083333333,7.690277777777776,M5.0V," ",2.4,0.6,1,G 141-036,282.0747083333333,7.690277777777776
228,"J18498-238 ",V1216 Sgr,"   729",282.4587083333333,-23.83708333333333,M3.5V," ",3.0,0.3,1,V1216 Sgr,282.4587083333333,-23.83708333333333
229,"J18580+059 ",BD+05 3993,"   740",284.4997083333333,5.90286111111111,M0.5V,<,2.0,5.0,1,BD+05 3993,284.4997083333333,5.90286111111111
230,"J19070+208 ",Ross 730,"  745A",286.77099999999996,20.886527777777776,M2.0V,<,2.0,5.0,0,Ross 730,286.77099999999996,20.886527777777776
231,"J19072+208 ",HD 349726,"  745B",286.8027916666666,20.87558333333333,M2.0V,<,2.0,5.0,0,HD 349726,286.8027916666666,20.87558333333333
232,"J19084+322 ",G 207-019,"  4098",287.1236666666666,32.280027777777775,M3.0V,<,2.0,0.3,0,G 207-019,287.1236666666666,32.280027777777775
233,"J19098+176 ",GJ 1232,"  1232",287.4590833333333,17.66661111111111,M4.5V,<,2.0,5.0,1,GJ 1232,287.4590833333333,17.66661111111111
234,J19169+051N,V1428 Aql,"  752A",289.22774999999996,5.163166666666666,M2.5V,<,2.0,5.0,0,V1428 Aql,289.22774999999996,5.163166666666666
235,"J19216+208 ",GJ 1235,"  1235",290.40687499999996,20.861305555555553,M4.5V,<,2.0,5.0,0,GJ 1235,290.40687499999996,20.861305555555553
236,"J19251+283 ",Ross 164,"  4109",291.28637499999996,28.355472222222218,M3.0V,<,2.0,0.6,0,Ross 164,291.28637499999996,28.355472222222218
237,"J19346+045 ",BD+04 4157,"   763",293.66824999999994,4.58386111111111,M0.0V," ",3.9,5.0,1,BD+04 4157,293.66824999999994,4.58386111111111
238,"J19511+464 ",G 208-042,"  1243",297.78999999999996,46.48452777777777,M4.0V," ",22.5,0.05,0,G 208-042,297.78999999999996,46.48452777777777
239,"J20260+585 ",Wolf 1069,"  1253",306.52424999999994,58.575305555555545,M5.0V,<,2.0,5.0,1,Wolf 1069,306.52424999999994,58.575305555555545
240,"J20305+654 ",GJ 793,"   793",307.63812499999995,65.45077777777777,M2.5V,<,2.0,5.0,0,GJ 793,307.63812499999995,65.45077777777777
241,"J20336+617 ",GJ 1254,"  1254",308.422875,61.75769444444444,M4.0V,<,2.0,5.0,0,GJ 1254,308.422875,61.75769444444444
242,"J20405+154 ",GJ 1256,"  1256",310.14699999999993,15.502499999999998,M4.5V,<,2.0,5.0,1,GJ 1256,310.14699999999993,15.502499999999998
243,"J20450+444 ",BD+44 3567,"   806",311.2697083333333,44.50022222222221,M1.5V,<,2.0,0.6,0,BD+44 3567,311.2697083333333,44.50022222222221
244,"J20525-169 ",LP 816-060,"     0",313.1361666666666,-16.974555555555554,M4.0V,<,2.0,0.3,0,LP 816-060,313.1361666666666,-16.974555555555554
245,"J20533+621 ",HD 199305,"  809A",313.3324583333333,62.151055555555544,M1.0V,<,2.0,5.0,0,HD 199305,313.3324583333333,62.151055555555544
246,J20556-140S,GJ 810 B,"  810B",313.91095833333327,-14.067277777777775,M5.0V,<,2.0,5.0,1,GJ 810 B,313.91095833333327,-14.067277777777775
247,"J20567-104 ",Wolf 896," 811.1",314.19399999999996,-10.453388888888888,M2.5V,<,2.0,5.0,0,Wolf 896,314.19399999999996,-10.453388888888888
248,"J21019-063 ",Wolf 906,"   816",315.4933333333333,-6.320638888888888,M2.5V,<,2.0,5.0,0,Wolf 906,315.4933333333333,-6.320638888888888
249,"J21152+257 ",LP 397-041,"  4184",318.80312499999997,25.79483333333333,M3.0V,<,2.0,5.0,0,LP 397-041,318.80312499999997,25.79483333333333
250,"J21164+025 ",LSPM J2116+0234,"     0",319.11474999999996,2.5807777777777776,M3.0V,<,2.0,0.05,0,LSPM J2116+0234,319.11474999999996,2.5807777777777776
251,"J21221+229 ",TYC 2187-512-1,"     0",320.52666666666664,22.93194444444444,M1.0V,<,2.0,5.0,0,TYC 2187-512-1,320.52666666666664,22.93194444444444
252,"J21348+515 ",Wolf 926,"  4205",323.7129166666666,51.53847222222222,M3.0V,<,2.0,0.6,0,Wolf 926,323.7129166666666,51.53847222222222
253,"J21463+382 ",LSPM J2146+3813,"     0",326.59283333333326,38.217527777777775,M4.0V,<,2.0,5.0,0,LSPM J2146+3813,326.59283333333326,38.217527777777775
254,"J21466-001 ",Wolf 940," 1263A",326.67175,-0.17544444444444443,M4.0V,<,2.0,5.0,0,Wolf 940,326.67175,-0.17544444444444443
255,"J21466+668 ",G 264-012,"     0",326.6719583333333,66.8038611111111,M4.0V,<,2.0,0.6,0,G 264-012,326.6719583333333,66.8038611111111
256,"J22012+283 ",V374 Peg,"  4247",330.30649999999997,28.30711111111111,M4.0V," ",35.4,0.3,0,V374 Peg,330.30649999999997,28.30711111111111
257,"J22020-194 ",LP 819-017,"   843",330.5075416666666,-19.482805555555554,M3.5V,<,2.0,5.0,0,LP 819-017,330.5075416666666,-19.482805555555554
258,"J22021+014 ",BD+00 4810,"   846",330.54087499999997,1.3990277777777775,M0.5V,<,2.0,5.0,0,BD+00 4810,330.54087499999997,1.3990277777777775
259,"J22057+656 ",G 264-018 A,"  4258",331.4357083333333,65.64966666666666,M1.5V,<,2.0,5.0,0,G 264-018 A,331.4357083333333,65.64966666666666
260,"J22096-046 ",BD-05 5715,"   849",332.42299999999994,-4.640833333333333,M3.5V,<,2.0,0.6,0,BD-05 5715,332.42299999999994,-4.640833333333333
261,"J22115+184 ",Ross 271,"   851",332.8768749999999,18.42697222222222,M2.0V,<,2.0,5.0,0,Ross 271,332.8768749999999,18.42697222222222
262,"J22125+085 ",Wolf 1014,"  9773",333.15024999999997,8.550333333333333,M3.0V,<,2.0,5.0,0,Wolf 1014,333.15024999999997,8.550333333333333
263,"J22137-176 ",LP 819-052,"  1265",333.4324583333333,-17.687055555555553,M4.5V,<,2.0,5.0,0,LP 819-052,333.4324583333333,-17.687055555555553
264,"J22252+594 ",G 232-070,"  4276",336.32212499999997,59.412499999999994,M4.0V,<,2.0,5.0,0,G 232-070,336.32212499999997,59.412499999999994
265,"J22298+414 ",G 215-050,"  1270",337.4609583333333,41.4821111111111,M4.0V,<,2.0,5.0,0,G 215-050,337.4609583333333,41.4821111111111
266,"J22330+093 ",BD+08 4887,"   863",338.261625,9.378583333333331,M1.0V,<,2.0,0.3,0,BD+08 4887,338.261625,9.378583333333331
267,"J22503-070 ",BD-07 5871,"   875",342.5804583333333,-7.089666666666666,M0.5V,<,2.0,5.0,1,BD-07 5871,342.5804583333333,-7.089666666666666
268,"J22518+317 ",GT Peg," 875.1",342.9757083333333,31.753999999999994,M3.0V," ",13.4,0.3,1,GT Peg,342.9757083333333,31.753999999999994
269,"J22532-142 ",IL Aqr,"   876",343.3239583333333,-14.266583333333331,M4.0V,<,2.0,0.1,0,IL Aqr,343.3239583333333,-14.266583333333331
270,"J22559+178 ",StKM 1-2065,"  4306",343.9994583333333,17.81058333333333,M1.0V,<,2.0,5.0,1,StKM 1-2065,343.9994583333333,17.81058333333333
271,"J22565+165 ",HD 216899,"   880",344.14037499999995,16.55222222222222,M1.5V,<,2.0,5.0,1,HD 216899,344.14037499999995,16.55222222222222
272,"J23113+085 ",NLTT 56083,"     0",347.84799999999996,8.515999999999998,M3.5V,<,2.0,5.0,0,NLTT 56083,347.84799999999996,8.515999999999998
273,"J23216+172 ",LP 462-027,"  4333",350.403625,17.284444444444443,M4.0V,<,2.0,5.0,0,LP 462-027,350.403625,17.284444444444443
274,"J23245+578 ",BD+57 2735,"   895",351.12662499999993,57.85308333333332,M1.0V,<,2.0,5.0,0,BD+57 2735,351.12662499999993,57.85308333333332
275,"J23340+001 ",GJ 899,"   899",353.50962499999997,0.17536111111111108,M2.5V,<,2.0,5.0,0,GJ 899,353.50962499999997,0.17536111111111108
276,"J23381-162 ",G 273-093,"  4352",354.5327083333333,-16.236499999999996,M2.0V,<,2.0,0.3,0,G 273-093,354.5327083333333,-16.236499999999996
277,"J23419+441 ",HH And,"   905",355.47999999999996,44.170583333333326,M5.0V,<,2.0,5.0,0,HH And,355.47999999999996,44.170583333333326
278,"J23431+365 ",GJ 1289,"  1289",355.7813333333333,36.53633333333333,M4.0V,<,2.0,0.3,0,GJ 1289,355.7813333333333,36.53633333333333
279,"J23492+024 ",BR Psc,"   908",357.3064583333333,2.3970555555555553,M1.0V,<,2.0,5.0,0,BR Psc,357.3064583333333,2.3970555555555553
280,"J23505-095 ",LP 763-012,"  4367",357.63462499999997,-9.560916666666666,M4.0V,<,2.0,5.0,0,LP 763-012,357.63462499999997,-9.560916666666666
281,"J23556-061 ",GJ 912,"   912",358.91366666666664,-6.144222222222221,M2.5V,<,2.0,5.0,0,GJ 912,358.91366666666664,-6.144222222222221
282,"J23585+076 ",Wolf 1051,"  4383",359.6364166666666,7.656999999999999,M3.0V,<,2.0,5.0,0,Wolf 1051,359.6364166666666,7.656999999999999
